24
132.01429221950002
15747.471631195001
1 6 6 63.9947588765 83.8133428995
2 1 6 72.160688398 95.358440357
3 2 6 0 0.8122603395
4 3 6 0 33.1594796045
5 2 6 79.945033346 123.5008689605
6 1 6 95.358440357 132.01429221950002
7 1 6 63.9947588765 72.160688398
8 2 6 123.5008689605 131.6225320715
9 1 6 0 34.981246874
10 3 6 102.553363129 120.0567612895
11 4 6 0 8.7055541015
12 5 6 0 26.654129562
13 4 6 78.21059876800001 92.99874793750001
14 3 6 79.945033346 102.553363129
15 4 6 66.008666309 78.21059876800001
16 2 6 0.8122603395 31.410785109
17 5 6 71.939242349 121.182878355
18 5 6 69.7720996955 71.939242349
19 3 6 33.1594796045 79.945033346
20 6 6 111.41040007550001 128.459863974
21 6 6 34.981246874 63.9947588765
22 4 6 33.1594796045 66.008666309
23 6 6 83.8133428995 111.41040007550001
24 5 6 26.654129562 69.7720996955
