46
229.08892994
28280.660970449997
1 4 6 4.974020812 34.8144744765
2 5 6 38.9312759815 41.3065591065
3 6 6 68.17370468050001 89.76493467850001
4 1 6 50.130581686 71.724374619
5 2 6 49.792822698 65.531009426
6 3 6 32.177639135999996 51.161719216499996
7 4 6 34.8144744765 65.26232136050001
8 5 6 41.3065591065 91.2347734185
9 6 6 89.76493467850001 107.85926874600001
10 1 6 71.724374619 76.819775143
11 2 6 65.531009426 77.273395322
12 3 6 51.161719216499996 61.016109201999996
13 4 6 65.26232136050001 69.8288533685
14 5 6 91.2347734185 139.8924175815
15 6 6 107.85926874600001 152.990862139
16 1 6 0 9.0279256525
17 1 6 76.819775143 98.046326472
18 2 6 77.273395322 79.6492441435
19 2 6 0 41.157426073
20 6 6 41.157426073 68.17370468050001
21 1 6 9.0279256525 50.130581686
22 3 6 61.016109201999996 110.441682948
23 4 6 69.8288533685 104.82869055750001
24 2 6 41.157426073 49.792822698
25 5 6 139.8924175815 166.67757578150002
26 3 6 0 19.4740864545
27 6 6 152.990862139 178.0108684165
28 4 6 0 4.974020812
29 1 6 98.046326472 104.774637184
30 2 6 79.6492441435 123.0813991135
31 3 6 110.441682948 114.1109788685
32 4 6 104.82869055750001 119.517815823
33 5 6 166.67757578150002 178.46997842750002
34 3 6 19.4740864545 32.177639135999996
35 6 6 178.0108684165 199.721280823
36 1 6 104.774637184 124.53869183
37 5 6 0 38.9312759815
38 2 6 123.0813991135 152.1059997935
39 3 6 114.1109788685 152.9188918935
40 4 6 119.517815823 126.8551056925
41 5 6 178.46997842750002 216.1569609365
42 6 6 199.721280823 229.08892994
43 1 6 124.53869183 137.509193549
44 2 6 152.1059997935 182.8162297605
45 3 6 152.9188918935 201.96666434
46 4 6 126.8551056925 144.0191011595
