18
192.163108533
15154.336291825
1 3 6 21.110114853 68.897033128
2 1 6 0 16.6660490505
3 3 6 0 21.110114853
4 5 6 66.3867205045 114.275186316
5 2 6 84.4085833985 104.882779896
6 3 6 68.897033128 70.091935448
7 5 6 114.275186316 154.07477024550002
8 4 6 34.682795512 84.4085833985
9 1 6 16.6660490505 66.3867205045
10 4 6 84.4085833985 104.59070559450001
11 2 6 104.882779896 122.88502964450001
12 4 6 104.59070559450001 149.754000985
13 5 6 0 12.488216313
14 1 6 84.4085833985 106.56355317250001
15 1 6 106.56355317250001 130.866959637
16 2 6 0 34.682795512
17 3 6 70.091935448 78.1727806095
18 5 6 154.07477024550002 192.163108533
